DOI,Evidence,Licence,OA Status,Title,Authors,Author count,Author count>20,WoS/Scopus Authors,Local author count from WoS/Scopus,Local authors,Corresponding author,Local reprint authors,Corresponding author is local,Journal,Year,Publisher,Is OA,Genre,OA Journal,Version,Host of best version,Green version available,Repositories,Number of repositories,In local repository,In DOAJ,ISSNs,Archive accepted manuscript,Embargo,Archive published version,Published version embargo,Sherpa/Romeo Link,Scopus citations,Crossref citations,Free text url,In WoS,In Scopus,APC charged in DOAJ,DOAJ Currency,DOAJ APC,Publisher Currency,Publisher APC,USD APC,Altmetric,Media stories,Policy documents,Tweets,Altmetric link,Funders,Crossref funders,WoS Subjects,Crossref subjects
10.1093/tas/txz150,oa journal (via doaj),,gold,Evaluation of essential oils and a prebiotic for newborn dairy calves1,"Swedzinski, Caitlin: Department of Veterinary Science, South Dakota State University, Brookings, SD; Froehlich, Kelly A: Faculty of Agriculture and Life Science, Lincoln University, Canterbury, New Zealand; Abdelsalam, Karim W: Department of Veterinary Science, South Dakota State University, Brookings, SD; Chase, Christopher: Department of Veterinary Science, South Dakota State University, Brookings, SD; Greenfield, Tony J: Science Department, Southwest Minnesota State University, Marshall, MN; Koppien-Fox, Jessica: Ralco, Marshall, MN; Casper, David P: Furst-McNess Company, Freeport, IL, Faculty of Agriculture and Life Science, Lincoln University, Canterbury, New Zealand",7,No,"[Swedzinski, Caitlin; Abdelsalam, Karim W.; Chase, Christopher] South Dakota State Univ, Dept Vet Sci, Brookings, SD 57007 USA; [Froehlich, Kelly A.] Lincoln Univ, Fac Agr & Life Sci, Canterbury, New Zealand; [Greenfield, Tony J.] Southwest Minnesota State Univ, Sci Dept, Marshall, MN 56258 USA; [Koppien-Fox, Jessica] Ralco, Marshall, MN 56258 USA; [Casper, David P.] Furst McNess Co, 120 East Clark St, Freeport, IL 61032 USA Swedzinski, C., Department of Veterinary Science, South Dakota State University, Brookings, SD  57007, United States; Froehlich, K.A., Faculty of Agriculture and Life Science, Lincoln University, Canterbury, New Zealand; Abdelsalam, K.W., Department of Veterinary Science, South Dakota State University, Brookings, SD  57007, United States; Chase, C., Department of Veterinary Science, South Dakota State University, Brookings, SD  57007, United States; Greenfield, T.J., Science Department, Southwest Minnesota State University, Marshall, MN  56258, United States; Koppien-Fox, J., Ralco, Marshall, MN  56258, United States; Casper, D.P., Faculty of Agriculture and Life Science, Lincoln University, Canterbury, New Zealand, Furst-McNess Company, 120 East Clark Street, Freeport, IL  61032, Bahamas",1,"Swedzinski, Caitlin, Abdelsalam, Karim W., Chase, Christopher, Froehlich, Kelly A.","Casper, DP (corresponding author), Furst McNess Co, 120 East Clark St, Freeport, IL 61032 USA.","Casper, D.P.",Yes,Translational Animal Science,2019,Oxford University Press (OUP),true,journal-article,true,publishedVersion,publisher,Yes,europepmc.org researcharchive.lincoln.ac.nz ,2,Yes,true,2573-2102 ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/36615,2,0,https://doi.org/10.1093/tas/txz150,Yes,Yes,,,,USD,2200,2200,1.25,0,0,3,http://www.altmetric.com/details.php?citation_id=69635549,"Ralco, Inc. (Marshall, MN)","Ralco, Inc.",Agriculture,
10.1108/JIMA-05-2019-0096,,,closed,Mobile banking adoption in Islamic banks,"Suhartanto, Dwi; Dean, David; Ismail, Tuan Ahmad Tuan; Sundari, Ratna",4,No," Suhartanto, D., Department of Business administration, Bandung State Polytechnic, Bandung, Indonesia; Dean, D., Lincoln University, Lincoln, New Zealand; Ismail, T.A.T., MARA University of Technology, Shah Alam, Malaysia; Sundari, R., Bandung State Polytechnic, Bandung, Indonesia",1,"Dean, D.","Suhartanto, D.; Department of Business administration, Indonesia; email: dwi.suhartanto@polban.ac.id",,No,Journal of Islamic Marketing,2019,Emerald,false,journal-article,false,,,No,,0,No,false,1759-0833 ,Yes,None,No,,https://v2.sherpa.ac.uk/id/publication/72,1,0,,No,Yes,,,,USD,3240,3240,0,0,0,0,,,,,Marketing
10.1080/00036846.2019.1602710,,,closed,Modelling the heterogeneous effects of stocking rate on dairy production: an application of unconditional quantile regression with fixed effects,"Ma, Wanglin: Department of Global Value Chains and Trade, Faculty of Agribusiness and Commerce, Lincoln University, Christchurch, New Zealand; Renwick, Alan: Department of Global Value Chains and Trade, Faculty of Agribusiness and Commerce, Lincoln University, Christchurch, New Zealand; Greig, Bruce: Department of Land Management and Systems, Faculty of Agribusiness and Commerce, Lincoln University, Christchurch, New Zealand",3,No,"[Ma, Wanglin; Renwick, Alan] Lincoln Univ, Fac Agribusiness & Commerce, Dept Global Value Chains & Trade, POB 85084, Christchurch 7647, New Zealand; [Greig, Bruce] Lincoln Univ, Fac Agribusiness & Commerce, Dept Land Management & Syst, Christchurch, New Zealand Ma, W., Department of Global Value Chains and Trade, Faculty of Agribusiness and Commerce, Lincoln University, Christchurch, New Zealand; Renwick, A., Department of Global Value Chains and Trade, Faculty of Agribusiness and Commerce, Lincoln University, Christchurch, New Zealand; Greig, B., Department of Land Management and Systems, Faculty of Agribusiness and Commerce, Lincoln University, Christchurch, New Zealand",1,"Ma, Wanglin, Renwick, Alan, Greig, Bruce,","Ma, WL (corresponding author), Lincoln Univ, Fac Agribusiness & Commerce, Dept Global Value Chains & Trade, POB 85084, Christchurch 7647, New Zealand.","Ma, WL",Yes,Applied Economics,2019,Informa UK Limited,false,journal-article,false,,,No,,0,No,false,0003-6846 1466-4283 ,Yes,18 months,No,,https://v2.sherpa.ac.uk/id/publication/4942,5,2,,Yes,Yes,,,,USD,2950,2950,0,0,0,0,,"New Zealand dairy farmers through DairyNZ; Ministry for Primary Industries in the Transforming the Dairy Value Chain Primary Growth Partnership programme; Ministry for Primary Industries, MPI; Antarctica New Zealand; DairyNZ",,Business & Economics,
10.1186/s12896-019-0557-z,oa journal (via doaj),,gold,Rejuvenation of chicory and lettuce plants following phase change in tissue culture,"Conner, Anthony J.; Searle, Helen; Jacobs, Jeanne M. E.",3,No,"[Conner, Anthony J.; Searle, Helen; Jacobs, Jeanne M. E.] Lincoln Univ, Bioprotect Res Ctr, POB 85084, Canterbury 7647, New Zealand; [Conner, Anthony J.; Jacobs, Jeanne M. E.] AgResearch, Forage Sci, Private Bag 4749, Christchurch 8140, New Zealand Conner, A.J., Bio-Protection Research Centre, Lincoln University, P.O. Box 85084, Canterbury, 7647, New Zealand, Forage Science, AgResearch, Private Bag 4749, Christchurch, 8140, New Zealand; Searle, H., Bio-Protection Research Centre, Lincoln University, P.O. Box 85084, Canterbury, 7647, New Zealand; Jacobs, J.M.E., Bio-Protection Research Centre, Lincoln University, P.O. Box 85084, Canterbury, 7647, New Zealand, Forage Science, AgResearch, Private Bag 4749, Christchurch, 8140, New Zealand",1,"Conner, Anthony J., Searle, Helen, Jacobs, Jeanne M. E.","Conner, AJ (corresponding author), Lincoln Univ, Bioprotect Res Ctr, POB 85084, Canterbury 7647, New Zealand.; Conner, AJ (corresponding author), AgResearch, Forage Sci, Private Bag 4749, Christchurch 8140, New Zealand.","Conner, AJ",Yes,BMC Biotechnology,2019,Springer Science and Business Media LLC,true,journal-article,true,publishedVersion,publisher,Yes,europepmc.org ,1,No,TRUE,1472-6750 ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/2409,1,1,https://doi.org/10.1186/s12896-019-0557-z,Yes,Yes,Yes,GBP,1370,USD,2145,2145,0.75,0,0,2,http://www.altmetric.com/details.php?citation_id=66556411,,,Biotechnology & Applied Microbiology,Biotechnology
10.1080/10408398.2018.1462760,,,closed,Non-dairy probiotic food products: An emerging group of functional foods,"Min, Min: The Department of Wine, Food and Molecular Biosciences, Lincoln University, Lincoln, Canterbury, New Zealand; Bunt, Craig R.: The Department of Agriculture Sciences, Lincoln University, Lincoln, Canterbury, New Zealand; Mason, Susan L.: The Department of Wine, Food and Molecular Biosciences, Lincoln University, Lincoln, Canterbury, New Zealand; Hussain, Malik A.: The Department of Wine, Food and Molecular Biosciences, Lincoln University, Lincoln, Canterbury, New Zealand",4,No,"[Min, Min; Mason, Susan L.; Hussain, Malik A.] Lincoln Univ, Dept Wine Food & Mol Biosci, Canterbury 7647, New Zealand; [Bunt, Craig R.] Lincoln Univ, Dept Agr Sci, Canterbury, New Zealand Min, M., The Department of Wine, Food and Molecular Biosciences, Lincoln University, Lincoln, Canterbury, New Zealand; Bunt, C.R., The Department of Agriculture Sciences, Lincoln University, Lincoln, Canterbury, New Zealand; Mason, S.L., The Department of Wine, Food and Molecular Biosciences, Lincoln University, Lincoln, Canterbury, New Zealand; Hussain, M.A., The Department of Wine, Food and Molecular Biosciences, Lincoln University, Lincoln, Canterbury, New Zealand",1,"Min, Min, Mason, Susan L., Hussain, Malik A., Bunt, Craig R.,","Hussain, MA (corresponding author), Lincoln Univ, Dept Wine Food & Mol Biosci, Canterbury 7647, New Zealand.","Hussain, MA",Yes,Critical Reviews in Food Science and Nutrition,2018,Informa UK Limited,false,journal-article,false,,,No,,0,No,false,1040-8398 1549-7852 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/5131,34,36,,Yes,Yes,,,,USD,2950,2950,1,0,0,2,http://www.altmetric.com/details.php?citation_id=36259106,,,Food Science & Technology; Nutrition & Dietetics,Food Science; Industrial and Manufacturing Engineering; General Medicine
10.3390/agronomy9090514,oa journal (via doaj),,gold,An Update on the Impact of Climate Change in Viticulture and Potential Adaptations,van Leeuwen; Destrac-Irvine; Dubernet; Duchêne; Gowdy; Marguerit; Pieri; Parker; de Rességuier; Ollat,10,No,"[van Leeuwen, Cornelis; Destrac-Irvine, Agnes; Gowdy, Mark; Marguerit, Elisa; Pieri, Philippe; de Resseguier, Laure; Ollat, Nathalie] Univ Bordeaux, EGFV, Bordeaux Sci Agro, INRA,ISVV, 210 Chemin Leysotte, F-33882 Villenave Dornon, France; [Dubernet, Matthieu] ZA Castellas, Labs Dubernet, 35 Rue Combe Meunier, F-11100 Montredon Des Corbieres, France; [Duchene, Eric] Univ Strasbourg, INRA, UMR Sante Vigne & Qualite Vin 1131, F-68000 Colmar, France; [Parker, Amber] Lincoln Univ, Fac Agr & Life Sci, Dept Wine Food & Mol Biosci, POB 85084, Christchurch 7647, New Zealand Van Leeuwen, C., EGFV, Bordeaux Sciences Agro, INRA, Univ. Bordeaux, ISVV, 210 Chemin de Leysotte, Villenave d'Ornon, F-33882, France; Destrac-Irvine, A., EGFV, Bordeaux Sciences Agro, INRA, Univ. Bordeaux, ISVV, 210 Chemin de Leysotte, Villenave d'Ornon, F-33882, France; Dubernet, M., Laboratoires Dubernet, ZA du Castellas, 35 Rue de la Combe du Meunier, Montredon des Corbières, F-11100, France; Duchêne, E., UMR 1131 Santé de la Vigne et Qualité du Vin, INRA, Université de Strasbourg, Colmar, F-68000, France; Gowdy, M., EGFV, Bordeaux Sciences Agro, INRA, Univ. Bordeaux, ISVV, 210 Chemin de Leysotte, Villenave d'Ornon, F-33882, France; Marguerit, E., EGFV, Bordeaux Sciences Agro, INRA, Univ. Bordeaux, ISVV, 210 Chemin de Leysotte, Villenave d'Ornon, F-33882, France; Pieri, P., EGFV, Bordeaux Sciences Agro, INRA, Univ. Bordeaux, ISVV, 210 Chemin de Leysotte, Villenave d'Ornon, F-33882, France; Parker, A., Department of Wine, Food and Molecular Biosciences, Faculty of Agriculture and Life Sciences, Lincoln University, P.O. Box 85084, Christchurch, Lincoln 7647, New Zealand; De Rességuier, L., EGFV, Bordeaux Sciences Agro, INRA, Univ. Bordeaux, ISVV, 210 Chemin de Leysotte, Villenave d'Ornon, F-33882, France; Ollat, N., EGFV, Bordeaux Sciences Agro, INRA, Univ. Bordeaux, ISVV, 210 Chemin de Leysotte, Villenave d'Ornon, F-33882, France",1,"van Leeuwen, Cornelis, Destrac-Irvine, Agnes, Gowdy, Mark, Marguerit, Elisa, Pieri, Philippe, de Resseguier, Laure, Ollat, Nathalie, Dubernet, Matthieu, Duchene, Eric, Parker, Amber,","van Leeuwen, C (corresponding author), Univ Bordeaux, EGFV, Bordeaux Sci Agro, INRA,ISVV, 210 Chemin Leysotte, F-33882 Villenave Dornon, France.",,No,Agronomy,2019,MDPI AG,true,journal-article,true,publishedVersion,publisher,Yes,HAL researcharchive.lincoln.ac.nz univoak.eu semanticscholar.org ,4,Yes,TRUE,2073-4395 ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/19453,39,41,https://www.mdpi.com/2073-4395/9/9/514/pdf,Yes,Yes,Yes,CHF,1000,,,1113,39.16,2,0,1,http://www.altmetric.com/details.php?citation_id=66956730,"French National Research Agency (ANR)French National Research Agency (ANR) [ANR-10-LABX-45]; Conseil Interprofessionnel des Vines de Bordeaux (CIVB); regional government of Aquitaine (Conseil Regional d'Aquitaine); ANR-10-LABX-45; Agence Nationale de la Recherche, ANR",,Agriculture; Plant Sciences,
10.1080/17430437.2018.1435032,,,closed,The role of science in the practice of talent identification: a case study from gymnastics in New Zealand,"Kerr, Roslyn: Department of Tourism, Sport and Society, Lincoln University, Christchurch, New Zealand",1,No,"[Kerr, Roslyn] Lincoln Univ, Dept Tourism Sport & Soc, Christchurch, New Zealand Kerr, R., Department of Tourism, Sport and Society, Lincoln University, Christchurch, New Zealand",1,"Kerr, Roslyn,","Kerr, R (corresponding author), Lincoln Univ, Dept Tourism Sport & Soc, Christchurch, New Zealand.","Kerr, R",Yes,Sport in Society,2018,Informa UK Limited,false,journal-article,false,,,No,,0,No,false,1743-0437 1743-0445 ,Yes,18 months,No,,https://v2.sherpa.ac.uk/id/publication/6110,3,3,,Yes,Yes,,,,USD,2950,2950,0.25,0,0,0,http://www.altmetric.com/details.php?citation_id=33906963,,,Social Sciences - Other Topics; Sociology,Cultural Studies
10.22146/gamaijb.41022,oa journal (via doaj),cc-by-sa,diamond,Factors Affecting Propensity to Export: The Case of Indonesian SMEs,"Revindo, Mohamad Dian; Gan, Christopher; Massie, Natanael Waraney Gerald",3,No," Revindo, M.D., Universitas Indonesia, Indonesia; Gan, C., Universitas Indonesia, Indonesia; Massie, N.W.G., Lincoln University, New Zealand",1,"Massie, N.W.G.","Revindo, M.D.; Universitas IndonesiaIndonesia",,No,Gadjah Mada International Journal of Business,2019,Universitas Gadjah Mada,true,journal-article,true,publishedVersion,publisher,Yes,jurnal.ugm.ac.id researcharchive.lincoln.ac.nz ,2,Yes,TRUE,2338-7238 1411-1128 ,No data,,,,,,0,https://jurnal.ugm.ac.id/gamaijb/article/download/41022/26606,No,Yes,No,,,,,0,0,0,0,0,,,,,Economics and Econometrics; Business and International Management
10.3390/su11174809,oa journal (via doaj),cc-by,gold,"The Carbon Footprint of Energy Consumption in Pastoral and Barn Dairy Farming Systems: A Case Study from Canterbury, New Zealand","Ilyas, Hafiz Muhammad Abrar; Safa, Majeed; Bailey, Alison; Rauf, Sara; Pangborn, Marvin",5,No,"[Ilyas, Hafiz Muhammad Abrar; Safa, Majeed; Bailey, Alison; Rauf, Sara] Lincoln Univ, Dept Land Management & Syst, Lincoln 7647, New Zealand; [Pangborn, Marvin] Alderbrook Farm Ltd, Rakaia 7783, New Zealand Ilyas, H.M.A., Department of Land Management and Systems, Lincoln University, Lincoln, 7647, New Zealand; Safa, M., Department of Land Management and Systems, Lincoln University, Lincoln, 7647, New Zealand; Bailey, A., Department of Land Management and Systems, Lincoln University, Lincoln, 7647, New Zealand; Rauf, S., Department of Land Management and Systems, Lincoln University, Lincoln, 7647, New Zealand; Pangborn, M., Alderbrook Farm Ltd., Rakaia, 7783, New Zealand",1,"Ilyas, Hafiz Muhammad Abrar, Safa, Majeed, Bailey, Alison, Rauf, Sara","Ilyas, HMA (corresponding author), Lincoln Univ, Dept Land Management & Syst, Lincoln 7647, New Zealand.","Ilyas, HMA",Yes,Sustainability,2019,MDPI AG,true,journal-article,true,publishedVersion,publisher,Yes,researcharchive.lincoln.ac.nz ,1,Yes,TRUE,2071-1050 ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/17525,4,2,https://www.mdpi.com/2071-1050/11/17/4809/pdf,Yes,Yes,Yes,CHF,1400,,,1559,1,0,0,1,http://www.altmetric.com/details.php?citation_id=66210863,"Lincoln University, New Zealand; DairyNZ",,Science & Technology - Other Topics; Environmental Sciences & Ecology,Renewable Energy;  Sustainability and the Environment; Geography;  Planning and Development; Management;  Monitoring;  Policy and Law
10.3390/ani9090613,oa journal (via doaj),,gold,Variation in the Fatty Acid Synthase Gene (FASN) and Its Association with Milk Traits in Gannan Yaks,"Shi, Bingang; Jiang, Yanyan; Chen, Yanli; Zhao, Zhidong; Zhou, Huitong; Luo, Yuzhu; Hu, Jiang; Hickford, Jon",8,No,"[Shi, Bingang; Jiang, Yanyan; Chen, Yanli; Zhao, Zhidong; Zhou, Huitong; Luo, Yuzhu; Hu, Jiang] Gansu Agr Univ, Fac Anim Sci & Technol, Lanzhou 730070, Gansu, Peoples R China; [Shi, Bingang; Jiang, Yanyan; Chen, Yanli; Zhao, Zhidong; Zhou, Huitong; Luo, Yuzhu; Hu, Jiang] Gansu Agr Univ, Gansu Key Lab Herbivorous Anim Biotechnol, Lanzhou 730070, Gansu, Peoples R China; [Zhou, Huitong; Hickford, Jon G. H.] Lincoln Univ, Fac Agr & Life Sci, Gene Marker Lab, Lincoln 7647, New Zealand Shi, B., Faculty of Animal Science and Technology & Gansu Key Laboratory of Herbivorous Animal Biotechnology, Gansu Agricultural University, Lanzhou, 730070, China; Jiang, Y., Faculty of Animal Science and Technology & Gansu Key Laboratory of Herbivorous Animal Biotechnology, Gansu Agricultural University, Lanzhou, 730070, China; Chen, Y., Faculty of Animal Science and Technology & Gansu Key Laboratory of Herbivorous Animal Biotechnology, Gansu Agricultural University, Lanzhou, 730070, China; Zhao, Z., Faculty of Animal Science and Technology & Gansu Key Laboratory of Herbivorous Animal Biotechnology, Gansu Agricultural University, Lanzhou, 730070, China; Zhou, H., Faculty of Animal Science and Technology & Gansu Key Laboratory of Herbivorous Animal Biotechnology, Gansu Agricultural University, Lanzhou, 730070, China, Gene-Marker Laboratory, Faculty of Agriculture and Life Sciences, Lincoln University, Lincoln, 7647, New Zealand; Luo, Y., Faculty of Animal Science and Technology & Gansu Key Laboratory of Herbivorous Animal Biotechnology, Gansu Agricultural University, Lanzhou, 730070, China; Hu, J., Faculty of Animal Science and Technology & Gansu Key Laboratory of Herbivorous Animal Biotechnology, Gansu Agricultural University, Lanzhou, 730070, China; Hickford, J.G.H., Gene-Marker Laboratory, Faculty of Agriculture and Life Sciences, Lincoln University, Lincoln, 7647, New Zealand",1,"Shi, Bingang, Jiang, Yanyan, Chen, Yanli, Zhao, Zhidong, Zhou, Huitong, Luo, Yuzhu, Hu, Jiang, Hickford, Jon G. H.,","Hu, J (corresponding author), Gansu Agr Univ, Fac Anim Sci & Technol, Lanzhou 730070, Gansu, Peoples R China.; Hu, J (corresponding author), Gansu Agr Univ, Gansu Key Lab Herbivorous Anim Biotechnol, Lanzhou 730070, Gansu, Peoples R China.; Hickford, JGH (corresponding author), Lincoln Univ, Fac Agr & Life Sci, Gene Marker Lab, Lincoln 7647, New Zealand.","Hickford, JGH",Yes,Animals,2019,MDPI AG,true,journal-article,true,publishedVersion,publisher,Yes,europepmc.org researcharchive.lincoln.ac.nz semanticscholar.org ,3,Yes,TRUE,2076-2615 ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/18594,4,4,https://doi.org/10.3390/ani9090613,Yes,Yes,Yes,CHF,1000,,,1113,0.25,0,0,1,http://www.altmetric.com/details.php?citation_id=65677537,Basic Research Innovation Group Project of Gansu Province [17JR5RA137]; Gansu Agricultural Biotechnology Research and Application Development Program [GNSW-2016-29]; Discipline Construction Fund Project of Gansu Agricultural University [GAU-XKJS-2018-050]; GAU-XKJS-2018-050; GNSW-2016-29; Foundation for Innovation Groups of Basic Research in Gansu Province: 17JR5RA137,,Agriculture; Veterinary Sciences,
10.1002/wsb.989,,,closed,"Social attractants, a conservation tool for black-fronted terns","Hamblin, Courtney H.: Lincoln University, P.O. Box 85084 Lincoln 7647 New Zealand; Paterson, Adrian: Lincoln University, P.O. Box 85084 Lincoln 7647 New Zealand; Ross, James G.: Lincoln University, P.O. Box 85084 Lincoln 7647 New Zealand; Maloney, Richard F.: Biodiversity Group, Department of Conservation, Private Bag 4715, Christchurch Main Centre Christchurch 8140 New Zealand",4,No,"[Hamblin, Courtney H.; Paterson, Adrian; Ross, James G.] Lincoln Univ, POB 85084, Lincoln 7647, New Zealand; [Maloney, Richard F.] Christchurch Main Ctr, Biodivers Grp, Dept Conservat, Private Bag 4715, Christchurch 8140, New Zealand Hamblin, C.H., Lincoln University, P.O. Box 85084, Lincoln, 7647, New Zealand; Paterson, A., Lincoln University, P.O. Box 85084, Lincoln, 7647, New Zealand; Ross, J.G., Lincoln University, P.O. Box 85084, Lincoln, 7647, New Zealand; Maloney, R.F., Biodiversity Group, Department of Conservation, Christchurch Main Centre, Private Bag 4715, Christchurch, 8140, New Zealand",1,"Hamblin, Courtney H., Paterson, Adrian, Ross, James G.","Hamblin, CH (corresponding author), Lincoln Univ, POB 85084, Lincoln 7647, New Zealand.","Hamblin, CH",Yes,Wildlife Society Bulletin,2019,Wiley,false,journal-article,false,,,No,,0,No,false,1938-5463 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/19425,,0,,Yes,Yes,,,,USD,3000,3000,11.78,0,0,6,http://www.altmetric.com/details.php?citation_id=64974886,Brian Mason Scientific and Technical Trust; Environment Canterbury; Ashley-Rakahuri Rivercare group; Isaac Conservation and Wildlife Trust; Lincoln University,,Biodiversity & Conservation,
10.1016/j.carbpol.2019.05.036,,,closed,Chitosan oligosaccharide-mediated attenuation of LPS-induced inflammation in IPEC-J2 cells is related to the TLR4/NF-κB signaling pathway,"Shi, Lin; Fang, Biao; Yong, Yanhong; Li, Xuewen; Gong, Dongliang; Li, Junyu; Yu, Tianyue; Gooneratne, Ravi; Gao, Zhenhua; Li, Sidong; Ju, Xianghong",11,No,"[Shi, Lin; Fang, Biao; Li, Junyu; Yu, Tianyue; Gao, Zhenhua] Guangdong Ocean Univ, Dept Anim Sci, Coll Agr Sci, Zhanjiang 524088, Guangdong, Peoples R China; [Yong, Yanhong; Li, Xuewen; Gong, Dongliang; Ju, Xianghong] Guangdong Ocean Univ, Dept Vet Med, Coll Agr Sci, Zhanjiang 524088, Guangdong, Peoples R China; [Gooneratne, Ravi] Lincoln Univ, Dept Wine Food & Mol Biosci, Fac Agr & Life Sci, Lincoln 7647, New Zealand; [Li, Sidong] Guangdong Ocean Univ, Coll Chem & Environm, Zhanjiang 524088, Guangdong, Peoples R China; [Shi, Lin; Ju, Xianghong] Guangdong Ocean Univ, Shenzhen Inst, Shenzhen 518018, Peoples R China Shi, L., Department of Animal Science, College of Agricultural Sciences, Guangdong Ocean University, Zhanjiang, Guangdong  524088, China, Shenzhen Institute of Guangdong Ocean University, Shenzhen, 518018, China; Fang, B., Department of Animal Science, College of Agricultural Sciences, Guangdong Ocean University, Zhanjiang, Guangdong  524088, China; Yong, Y., Department of Veterinary Medicine, College of Agricultural Sciences, Guangdong Ocean University, Zhanjiang, Guangdong  524088, China; Li, X., Department of Veterinary Medicine, College of Agricultural Sciences, Guangdong Ocean University, Zhanjiang, Guangdong  524088, China; Gong, D., Department of Veterinary Medicine, College of Agricultural Sciences, Guangdong Ocean University, Zhanjiang, Guangdong  524088, China; Li, J., Department of Animal Science, College of Agricultural Sciences, Guangdong Ocean University, Zhanjiang, Guangdong  524088, China; Yu, T., Department of Animal Science, College of Agricultural Sciences, Guangdong Ocean University, Zhanjiang, Guangdong  524088, China; Gooneratne, R., Department of Wine, Food and Molecular Biosciences, Faculty of Agriculture and Life Sciences, Lincoln University, Lincoln, 7647, New Zealand; Gao, Z., Department of Animal Science, College of Agricultural Sciences, Guangdong Ocean University, Zhanjiang, Guangdong  524088, China; Li, S., College of Chemistry and Environment, Guangdong Ocean University, Zhanjiang, Guangdong  524088, China; Ju, X., Department of Veterinary Medicine, College of Agricultural Sciences, Guangdong Ocean University, Zhanjiang, Guangdong  524088, China, Shenzhen Institute of Guangdong Ocean University, Shenzhen, 518018, China",1,"Shi, Lin, Fang, Biao, Li, Junyu, Yu, Tianyue, Gao, Zhenhua, Yong, Yanhong, Li, Xuewen, Gong, Dongliang, Ju, Xianghong, Gooneratne, Ravi","Gao, ZH; Li, SD; Ju, XH (corresponding author), Guangdong Ocean Univ, Zhanjiang 524088, Guangdong, Peoples R China.",,No,Carbohydrate Polymers,2019,Elsevier BV,false,journal-article,false,,,No,,0,No,false,0144-8617 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/16540,23,25,,Yes,Yes,,,,USD,3000,3000,0,0,0,0,,"National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [31101862, 31472243]; Project of Science and Technology Plan of Guangdong Province [2015A020216019, 2017A010103023]; Shenzheng Projects for Basic Research [JCYJ20170306162414058]; Project of Enhancing School With Innovation of Guangdong Ocean University [GDOU2013050221, GDOU20160502 55]; GDOU2013050221, GDOU20160502 55; JCYJ20170306162414058; National Natural Science Foundation of China, NSFC: 31101862, 31472243; Science and Technology Planning Project of Guangdong Province: 2015A020216019, 2017A010103023",National Natural Science Foundation of China; Project of Science and Technology Plan of Guangdong Province; Shenzheng Projects for Basic Research; Project of Enhancing School With Innovation of Guangdong Ocean University,Chemistry; Polymer Science,Organic Chemistry; Materials Chemistry; Polymers and Plastics
10.1016/j.meatsci.2019.05.005,,,closed,Pulsed electric field: A new way to improve digestibility of cooked beef,"Bhat, Zuhaib F.; Morton, James D.; Mason, Susan L.; Jayawardena, S. Reshan; Bekhit, Alaa El-Din A.",5,No,"[Bhat, Zuhaib F.; Morton, James D.; Mason, Susan L.; Jayawardena, S. Reshan] Lincoln Univ, Fac Agr & Life Sci, Dept Wine Food & Mol Biosci, Christchurch 7647, New Zealand; [Bekhit, Alaa El-Din A.] Univ Otago, Dept Food Sci, POB 56, Dunedin 9054, New Zealand Bhat, Z.F., Department of Wine Food and Molecular Biosciences, Faculty of Agriculture and Life Sciences, Lincoln University, Lincoln, Christchurch  7647, New Zealand; Morton, J.D., Department of Wine Food and Molecular Biosciences, Faculty of Agriculture and Life Sciences, Lincoln University, Lincoln, Christchurch  7647, New Zealand; Mason, S.L., Department of Wine Food and Molecular Biosciences, Faculty of Agriculture and Life Sciences, Lincoln University, Lincoln, Christchurch  7647, New Zealand; Jayawardena, S.R., Department of Wine Food and Molecular Biosciences, Faculty of Agriculture and Life Sciences, Lincoln University, Lincoln, Christchurch  7647, New Zealand; Bekhit, A.E.-D.A., Department of Food Sciences, University of Otago, P.O. Box 56, Dunedin, 9054, New Zealand",1,"Bhat, Zuhaib F., Morton, James D., Mason, Susan L., Jayawardena, S. Reshan","Morton, JD (corresponding author), Lincoln Univ, Fac Agr & Life Sci, Dept Wine Food & Mol Biosci, Christchurch 7647, New Zealand.","Morton, JD",Yes,Meat Science,2019,Elsevier BV,false,journal-article,false,,,No,,0,No,false,0309-1740 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/16953,14,11,,Yes,Yes,,,,USD,3300,3300,0,0,0,0,,,,Food Science & Technology,Food Science
