Funder,closed,gold,diamond,bronze,green,hybrid,Total,% Open,Closed/AAM embargoed,Closed/AAM immediate,Potential % open
C10X1507,4,2,0,0,0,2,8,50,3,0,87
C10×1507,0,1,0,0,0,0,1,100,0,0,100
C13U02,1,0,0,0,0,0,1,0,0,0,0
C2014-28-04,0,1,0,0,0,0,1,100,0,0,100
CAWX1801,0,0,0,0,1,0,1,100,0,0,100
CEMB,0,1,0,0,0,0,1,100,0,0,100
CERCA Programme/Generalitat de Catalunya,1,0,0,0,0,0,1,0,1,0,100
CERN,1,0,0,0,0,0,1,0,0,0,0
CN17010465,1,0,0,0,0,0,1,0,1,0,100
CNPqConselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPQ),0,1,0,0,0,0,1,100,0,0,100
CO4X1306,0,1,0,0,0,0,1,100,0,0,100
CONACYT-Mexican National Council for Research and Technology,0,1,0,0,0,0,1,100,0,0,100
CONACyTConsejo Nacional de Ciencia y Tecnologia (CONACyT),1,0,0,0,0,0,1,0,1,0,100
CONICYTComision Nacional de Investigacion Cientifica y Tecnologica (CONICYT),1,0,0,1,0,2,4,75,0,1,100
COST (European Cooperation in Science and Technology)European Cooperation in Science and Technology (COST),0,0,0,0,1,0,1,100,0,0,100
COST Action 'Alien CSI',0,0,0,0,0,1,1,100,0,0,100
COST Action 'Alien Challenge',0,0,0,0,0,1,1,100,0,0,100
COST Association,0,1,0,0,0,0,1,100,0,0,100
CR1720,1,0,0,0,0,0,1,0,0,1,100
"CRCAustralian GovernmentDepartment of Industry, Innovation and ScienceCooperative Research Centres (CRC) Programme",1,0,0,0,0,0,1,0,0,1,100
CSIRO AustraliaCommonwealth Scientific & Industrial Research Organisation (CSIRO),1,0,0,0,0,0,1,0,1,0,100
"CT0072-94270, CT0100-94292, S-1066",0,0,0,0,0,1,1,100,0,0,100
CX(17)1001,1,0,0,0,0,0,1,0,1,0,100
CXC core funding,0,0,0,0,1,0,1,100,0,0,100
CXGC2016B03,1,0,0,0,0,0,1,0,1,0,100
"CXZZBS2017070, HBCT2018030206",1,0,0,0,0,0,1,0,1,0,100
Callaghan Innovation,3,0,0,0,1,0,4,25,2,0,75
Callaghan Innovation (New Zealand),1,0,0,0,0,0,1,0,0,0,0
Callaghan Innovation NZ,0,0,0,0,1,0,1,100,0,0,100
Callaghan Innovation and Southern Humates Ltd.,0,1,0,0,0,0,1,100,0,0,100
Canada First Research Excellence Fund,1,0,0,0,0,0,1,0,1,0,100
"Canada First Research Excellence Fund, CFREF",1,0,0,0,0,0,1,0,1,0,100
Canada Research ChairNatural Resources CanadaCanadian Forest ServiceCanada Research Chairs,0,0,0,0,0,1,1,100,0,0,100
Canada Research Chairs,1,0,0,1,0,2,4,75,1,0,100
Canada Research Chairs ProgramCanada Research Chairs,1,0,0,1,0,0,2,50,1,0,100
Canada Research Chairs programCanada Research Chairs,0,0,0,0,0,1,1,100,0,0,100
"Canadian Academy of Sport and Exercise Medicine, CASEM",1,0,0,0,0,0,1,0,1,0,100
"Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada",0,0,0,0,0,1,1,100,0,0,100
Cancer Center Support Grant,0,1,0,0,0,0,1,100,0,0,100
Cancer Research Trust New Zealand,0,0,0,0,1,0,1,100,0,0,100
Cancer Society of New Zealand,0,1,0,0,0,0,1,100,0,0,100
"Cancer Society of New Zealand, CSNZ",0,2,0,0,0,0,2,100,0,0,100
"Cancer Society of New Zealand, CSNZ: D17/249",0,1,0,0,0,0,1,100,0,0,100
Cancéropôle Ile de France,0,0,0,0,1,0,1,100,0,0,100
Cancéropôle Ile de France: 2006 I-07-593/R,0,0,0,0,1,0,1,100,0,0,100
"Center for Outcomes Research and Evaluation, Yale School of Medicine, CORE",3,0,0,0,0,0,3,0,1,0,33
Central Plains Water Ltd,1,0,0,0,0,0,1,0,1,0,100
Central University Independent Fund Project,0,1,0,0,0,0,1,100,0,0,100
"Centre National de la Recherche Scientifique, CNRS",0,0,0,0,1,0,1,100,0,0,100
Centre for Biological Control at Swedish University of Agricultural SciencesUK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC),0,0,0,0,0,1,1,100,0,0,100
Centre for Integrated Biowaste Research,1,0,0,0,0,0,1,0,1,0,100
Centre for Integrated Biowaste Research (CIBR),2,0,0,0,0,2,4,50,2,0,100
"Centre for Integrated Biowaste Research - ESR Strategic Science Investment Funding from the Ministry of Business, Innovation and Employment, New Zealand",0,1,0,0,0,0,1,100,0,0,100
"Centre for Integrated Biowaste Research, under the ESR Strategic Science Investment Funding from the Ministry of Business, Innovation and Employment, New Zealand",0,0,0,0,0,1,1,100,0,0,100
Centre for Understanding Sustainable Prosperity (CUSP) - UK Economic and Social Research Council (ESRC),0,0,0,0,1,0,1,100,0,0,100
"Centre of Excellence in Plant Energy Biology, Australian Research Council, PEB",1,0,0,0,0,0,1,0,1,0,100
"Centre of Excellence in Plant Energy Biology, Australian Research Council, PEB: CE110001007",1,0,0,0,0,0,1,0,1,0,100
Centre of Research Excellence,1,0,0,0,0,0,1,0,1,0,100
Centrum for Idrottsforskning,1,0,0,0,0,0,1,0,1,0,100
"Centrum för idrottsforskning, CIF",1,0,0,0,0,0,1,0,1,0,100
"Centrum för idrottsforskning, CIF: P2015-0013, P2016-0013",1,0,0,0,0,0,1,0,1,0,100
"Chengdu University of Information Technology, CUIT",1,0,0,0,0,0,1,0,1,0,100
"Chiang Mai, Thailand",1,0,0,0,0,0,1,0,1,0,100
"China 111 projectMinistry of Education, China - 111 Project",1,0,0,0,0,0,1,0,1,0,100
China Agriculture Research System,2,0,0,0,0,0,2,0,2,0,100
China Agriculture Research System Fund,1,0,0,0,0,0,1,0,1,0,100
"China National Offshore Oil Corporation, CNOOC",1,0,0,0,0,0,1,0,1,0,100
China National Research and Development Program,1,0,0,0,0,0,1,0,1,0,100
China National Science Research Funding,0,1,0,0,0,0,1,100,0,0,100
China Postdoctoral Science Foundation,7,0,0,0,0,0,7,0,7,0,100
China Postdoctoral Science Foundation: 2017M611382,1,0,0,0,0,0,1,0,1,0,100
China Postdoctoral Science Foundation: 2018M642184,2,0,0,0,0,0,2,0,2,0,100
China Scholarship Council,7,0,0,1,0,0,8,12,7,0,100
China Scholarship Council Program for Visiting ScholarsChina Scholarship Council,1,0,0,0,0,0,1,0,1,0,100
China Scholarship Council of 2018 (CSC)China Scholarship Council,0,1,0,0,0,0,1,100,0,0,100
"China Scholarship Council, CSC",8,1,0,1,2,0,12,33,8,0,100
"China Scholarship Council, CSC: 201,606,180,104",1,0,0,0,0,0,1,0,1,0,100
"China Scholarship Council, CSC: 201606150049",1,0,0,0,0,0,1,0,1,0,100
"China Scholarship Council, CSC: 201606180104",5,0,0,0,0,0,5,0,5,0,100
Chinese Academy of Sciences,1,0,0,0,0,0,1,0,1,0,100
Chinese Academy of Sciences President's International Fellowship Initiative grant,1,0,0,0,0,0,1,100,0,0,100
"Chinese Academy of Sciences, CAS",3,1,0,1,0,0,5,40,2,0,80
"Chinese Academy of Sciences, CAS: 2020FYC0003",1,0,0,0,0,0,1,0,0,0,0
"Chinese Academy of Sciences, CAS: XDB15020100",1,0,0,0,0,0,1,0,1,0,100
"Chinese Academy of Sciences, CAS: XDB15020200",0,0,0,1,0,0,1,100,0,0,100
Chinese Ecosystem Research Network (CERN),1,0,0,0,0,0,1,0,1,0,100
Chinese Government Scholarship,0,1,0,0,0,0,1,100,0,0,100
Chinese Government Scholarship Council,0,1,0,0,0,0,1,100,0,0,100
Chinese Medicine Association,0,1,0,0,0,0,1,100,0,0,100
Chinese Traditional Medicine Association Young Talents Lifting Project,0,1,0,0,0,0,1,100,0,0,100
Chongqing Science & Technology Commission through the Best Management Practices (BMPs),1,0,0,0,0,0,1,0,1,0,100
"Chongqing Science and Technology Commission, CSTC",1,0,0,0,0,0,1,0,1,0,100
"Chongqing Science and Technology Commission, CSTC: cstc2014yykfC20002",1,0,0,0,0,0,1,0,1,0,100
Christchurch City Council,1,0,0,0,0,1,2,50,1,0,100
"Claude D. Pepper Older Americans Independence Center, University of California San Francisco",1,0,0,0,0,0,1,0,1,0,100
"Claude D. Pepper Older Americans Independence Center, University of California San Francisco: P30AG021342",1,0,0,0,0,0,1,0,1,0,100
"Clean Water, Productive Land programme",1,0,0,0,0,0,1,0,0,0,0
Closure & Legacy Management,1,0,0,0,0,0,1,0,1,0,100
College Student Innovation and Entrepreneurship Training,1,1,0,0,0,0,2,50,0,0,50
"College of Animal Science and Technology, Gansu Agricultural University",0,1,0,0,0,0,1,100,0,0,100
"ComisiÃ³n Nacional de InvestigaciÃ³n CientÃ­fica y TecnolÃ³gica, CONICYT",0,0,0,0,0,0,0,0,0,0,0
"Comisión Nacional de Investigación Científica y Tecnológica, CONICYT",2,1,0,1,0,2,6,66,0,1,83
"Comisión Nacional de Investigación Científica y Tecnológica, CONICYT: 21150715",1,0,0,0,0,0,1,0,0,0,0
"Comisión Nacional de Investigación Científica y Tecnológica, CONICYT: AFB‐170008",0,0,0,0,0,1,1,100,0,0,100
"Comisión Nacional de Investigación Científica y Tecnológica, CONICYT: PIA AFB-170008",0,0,0,1,0,0,1,100,0,0,100
"Comisión Nacional de Investigación Científica y Tecnológica, CONICYT: PIA AFB‐170008",0,0,0,0,0,1,1,100,0,0,100
"Commissariat à l'Énergie Atomique et aux Énergies Alternatives, CEA",0,0,0,0,1,0,1,100,0,0,100
"Commonwealth Scientific and Industrial Research Organisation, CSIRO",2,1,0,0,0,0,3,33,2,0,100
Conacyt-MexicoConsejo Nacional de Ciencia y Tecnologia (CONACyT),0,1,0,0,0,0,1,100,0,0,100
ConicytComision Nacional de Investigacion Cientifica y Tecnologica (CONICYT),1,0,0,0,0,0,1,0,0,0,0
Conseil Général Département des Bouches du Rhône,0,0,0,0,1,0,1,100,0,0,100
Conseil Interprofessionnel des Vines de Bordeaux (CIVB),0,1,0,0,0,0,1,100,0,0,100
"Consejo Nacional de Ciencia y Tecnología, CONACYT",1,0,0,0,0,0,1,0,1,0,100
Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq)Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPQ),1,0,0,0,0,0,1,0,1,0,100
"Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq",1,1,0,0,0,0,2,50,1,0,100
"Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq: 140074/2017-1",1,0,0,0,0,0,1,0,1,0,100
"Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq: 402973/2012-7",0,1,0,0,0,0,1,100,0,0,100
Conservation Volunteers New Zealand,1,0,0,0,0,0,1,0,1,0,100
"Consortium of International Agricultural Research Centers, CGIAR",0,0,0,0,2,0,2,100,0,0,100
"Consortium of International Agricultural Research Centers, CGIAR: 031A103B",0,0,0,0,1,0,1,100,0,0,100
Cooperating Construction of Laboratory for Processing and Functional Nutrition Evaluation of Agricultural and Sideline Products in China and New Zealand,1,0,0,0,0,0,1,0,1,0,100
"Cooperative Research Centres, Australian Government Department of Industry, CRCs",1,0,0,0,0,0,1,0,1,0,100
"Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior, Brazil (CAPES)Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES)",1,0,0,0,0,0,1,0,1,0,100
"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES",2,0,0,0,0,0,2,0,2,0,100
Core Funding to Crown Research Institutes,1,0,0,0,0,0,1,0,1,0,100
Czech Academy of Sciences,1,0,0,0,1,1,3,66,1,0,100
Czech Science FoundationGrant Agency of the Czech Republic,1,0,0,0,0,0,1,0,1,0,100
D/39/6463,1,0,0,0,0,0,1,0,1,0,100
DAAD (German Academic Exchange Service)Deutscher Akademischer Austausch Dienst (DAAD),0,1,0,0,1,0,2,100,0,0,100
DDU-LVL1501,0,0,0,0,1,0,1,100,0,0,100
DEB 1832042,0,0,0,0,0,1,1,100,0,0,100
"DEFRADepartment for Environment, Food & Rural Affairs (DEFRA)",1,0,0,0,0,0,1,0,1,0,100
DFF – 4005-00448,1,0,0,0,0,0,1,0,1,0,100
DFGGerman Research Foundation (DFG)European Commission,1,0,0,0,0,0,1,0,1,0,100
DFJH2020028,1,0,0,0,0,0,1,0,0,0,0
DID,1,0,0,0,0,0,1,0,0,1,100
DID-Universidad Austral de Chile,0,1,0,0,0,0,1,100,0,0,100
DP150103017,0,0,0,0,1,0,1,100,0,0,100
DSI-NRF Centre of Excellence for Invasion Biology,0,1,0,0,0,2,3,100,0,0,100
DSINRF Centre of Excellence for Invasion Biology,0,0,0,0,0,1,1,100,0,0,100
"DST-NRF Centre of Excellence for Invasion Biology, CIB",2,1,0,0,0,3,6,66,2,0,100
"DST-NRF Centre of Excellence for Invasion Biology, CIB: PCI2018‐092939",0,0,0,0,0,1,1,100,0,0,100
DST-NRF Centre of Excellence for Invasion BiologyDepartment of Science & Technology (India),2,0,0,0,1,0,3,33,2,0,100
DST/INSPIRE/04/2013/000997,1,0,0,0,0,0,1,0,1,0,100
Dairy Australia,0,4,0,0,0,0,4,100,0,0,100
"Dairy Australia (Melbourne, Australia) at The University of Melbourne",0,1,0,0,0,0,1,100,0,0,100
Dairy NZ,2,0,0,0,0,1,3,33,1,1,100
DairyNZ,19,5,0,2,1,3,30,36,17,2,100
DairyNZ Inc (New Zealand),1,0,0,0,0,0,1,0,1,0,100
DairyNZ Inc.,1,0,0,0,0,0,1,0,0,1,100
DairyNZ Ltd,0,0,0,0,1,0,1,100,0,0,100
DairyNZ Ltd.,1,0,0,0,0,0,1,0,1,0,100
DairyNZ Project,1,0,0,0,0,0,1,0,1,0,100
DairyNZ: RD1414,1,0,0,0,0,0,1,0,0,1,100
Dalian Minzu University Central University Discipline Cultivation Project,0,1,0,0,0,0,1,100,0,0,100
Danish International Development Agency (DANIDA),0,1,0,0,0,0,1,100,0,0,100
"Danish International Development Agency, DANIDA",0,1,0,0,0,0,1,100,0,0,100
"Danish International Development Agency, DANIDA: F38A26778",0,1,0,0,0,0,1,100,0,0,100
Danish Research Council for Strategic ResearchDanske Strategiske Forskningsrad (DSF),1,0,0,0,0,0,1,0,1,0,100
Danish Research Council for the project Sources of N<INF>2</INF>O in arable organic soil as revealed by N<INF>2</INF>O isotopomers,0,1,0,0,0,0,1,100,0,0,100
Danish Research CouncilDet Frie Forskningsrad (DFF),1,0,0,0,0,0,1,0,1,0,100
"Danmarks Frie Forskningsfond, DFF",2,0,0,0,0,0,2,0,2,0,100
"Danmarks Frie Forskningsfond, DFF: 4005-00448",2,0,0,0,0,0,2,0,2,0,100
Deakin University,1,0,0,0,0,0,1,0,0,0,0
Deanship of Academic Research (DAR) at the University of Jordan,1,0,0,0,0,0,1,0,1,0,100
"Deanship of Academic Research (DAR) at the University of Jordan, Amman, Jordan",1,0,0,0,0,0,1,0,1,0,100
"Deanship of Academic Research, University of Jordan, DAR",1,0,0,0,1,0,2,50,1,0,100
Deep South National Science Challenge,0,1,0,0,1,0,2,100,0,0,100
Deer Industry NZ,1,0,0,0,0,0,1,0,0,1,100
Deer Industry New Zealand through AgResearch Ltd.,0,1,0,0,0,0,1,100,0,0,100
DefraAC0307,1,0,0,0,0,0,1,0,1,0,100
"DefraDepartment for Environment, Food & Rural Affairs (DEFRA)",0,0,0,0,0,1,1,100,0,0,100
"Department for Environment, Food and Rural Affairs, UK Government, Defra",2,0,0,0,0,2,4,50,2,0,100
"Department for Environment, Food and Rural Affairs, UK Government, Defra: AC0307",1,0,0,0,0,0,1,0,1,0,100
Department for the Economy (Northern Ireland),0,0,0,0,1,0,1,100,0,0,100
"Department of Agricultural Economics and Rural Development at Goettingen University, Germany",1,0,0,0,0,0,1,0,1,0,100
"Department of Agricultural Sciences, Lincoln University",1,0,0,0,0,0,1,0,1,0,100
"Department of Agricultural and Resource Economics, Faculty of Economics, Kasetsart University",1,0,0,0,0,0,1,0,1,0,100
"Department of Agriculture and Water Resources, Australian Government, DAWR",0,0,0,0,1,0,1,100,0,0,100
Department of Agriculture of Guangdong Province,1,0,0,0,0,0,1,0,1,0,100
"Department of Agriculture, Food and Marine on behalf of the Government of Ireland",0,1,0,0,0,0,1,100,0,0,100
"Department of Agriculture, Food and the Marine, DAFM",0,0,0,0,1,0,1,100,0,0,100
"Department of Agriculture, Food and the Marine, DAFM: 12/RI/2346 (3)",0,0,0,0,1,0,1,100,0,0,100
"Department of Agriculture, Food and the Marine, as part of the MCOP project - Irish government under the National Development Plan 2007-2013",0,0,0,0,1,0,1,100,0,0,100
Department of Conservation,1,0,0,0,0,0,1,0,1,0,100
"Department of Conservation, DOC",1,0,0,0,0,0,1,0,1,0,100
"Department of Economic Development, Jobs, Transport and Resources, DSDBI",0,0,0,0,2,0,2,100,0,0,100
"Department of Economic Development, Jobs, Transport and Resources, State Government of Victoria, DEDJTR",0,0,0,0,1,0,1,100,0,0,100
Department of Science and Technology of Guangdong Province,2,0,0,0,0,0,2,0,2,0,100
"Department of Science and Technology of Sichuan Province, SPDST",1,0,0,0,0,0,1,0,1,0,100
"Department of Science and Technology of Sichuan Province, SPDST: 2018JZ0039",1,0,0,0,0,0,1,0,1,0,100
"Department of Science and Technology, Government of India, under the DST-INSPIRE Faculty award 2013",1,0,0,0,0,0,1,0,1,0,100
"Department of Science and Technology, Ministry of Science and Technology, India, डीएसटी",1,0,0,0,0,0,1,0,1,0,100
"Department of Tourism, Sport and Society, Lincoln University, New Zealand",0,1,0,0,0,0,1,100,0,0,100
"Department of Wine, Food, and Molecular Biosciences, Faculty of Agriculture and Life Sciences, Lincoln University, New Zealand",0,1,0,0,0,0,1,100,0,0,100
Deutsche Forschungsgemeinschaft (DFG)German Research Foundation (DFG),0,0,0,0,0,1,1,100,0,0,100
"Deutsche Forschungsgemeinschaft, DFG",6,2,0,0,1,3,12,50,6,0,100
"Deutsche Forschungsgemeinschaft, DFG: EW 119/5‐1",0,0,0,0,1,0,1,100,0,0,100
"Deutsche Forschungsgemeinschaft, DFG: JE 288/9-2",1,0,0,0,0,0,1,0,1,0,100
"Deutsche Forschungsgemeinschaft, DFG: JE 288/9‐2",0,0,0,0,0,2,2,100,0,0,100
"Deutsche Forschungsgemeinschaft, DFG: MI 1377/5-1, SCHI 535/11-1",0,1,0,0,0,0,1,100,0,0,100
"Deutsche Forschungsgemeinschaft, DFG: RTG 1666",1,0,0,0,0,0,1,0,1,0,100
"Deutsche Forschungsgemeinschaft, DFG: WO 1781/1-1",1,0,0,0,0,0,1,0,1,0,100
Deutsche ForschungsgemeinschaftGerman Research Foundation (DFG),0,0,0,0,1,2,3,100,0,0,100
"Deutscher Akademischer Austauschdienst, DAAD",0,1,0,0,1,1,3,100,0,0,100
"Deutscher Akademischer Austauschdienst, DAAD: BBS/E/C/000I0320",0,0,0,0,0,1,1,100,0,0,100
"Digital Viticulture program - University of Melbourne's Networked Society Institute, Australia",0,2,0,0,0,0,2,100,0,0,100
"Directorate of the Our Land and Water National Science Challenge - New Zealand Ministry of Business, Innovation and Employment",0,0,0,0,0,1,1,100,0,0,100
Discipline Construction Fund Project of Gansu Agricultural University,0,7,0,0,0,1,8,100,0,0,100
Discipline Construction Fund project of Gansu Agricultural University,0,1,0,0,0,0,1,100,0,0,100
"Discipline Construction Fund project of Gansu Agricultural University (Lanzhou, China)",1,0,0,0,0,0,1,0,1,0,100
"Division of Mathematical Sciences, DMS",1,0,0,0,0,0,1,0,1,0,100
"Doctoral Fund of Ministry of Sciences, Research and Technology of Islamic Republic of Iran",2,0,0,0,0,0,2,0,2,0,100
Doctoral Program Foundation of Institutions of Higher Education of China,0,0,0,0,1,0,1,100,0,0,100
Doctoral Program Foundation of Institutions of Higher Education of China: 20120097110042,0,0,0,0,1,0,1,100,0,0,100
Doctoral Scientific Research Startup of Qingdao Agricultural University,1,0,0,0,0,0,1,0,1,0,100
Donald Bren Foundation,0,1,0,0,0,0,1,100,0,0,100
Donkey Industry Innovation Team,1,0,0,0,0,0,1,0,1,0,100
Dow AgroSciences,2,0,0,0,0,0,2,0,2,0,100
Dryland Pastures Research team,1,0,0,0,0,0,1,0,1,0,100
Dryland Pastures team,1,0,0,0,0,0,1,0,1,0,100
DuPont,1,0,0,0,0,0,1,0,1,0,100
ECOS-Conicyt project,1,0,0,0,0,0,1,0,0,0,0
"EF16205, ELF15205",0,0,0,0,0,1,1,100,0,0,100
EPSRC Pharma Synthesis NetworkUK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC),1,0,0,0,0,0,1,0,1,0,100
ERA-NET initiated by JPI Climate,1,0,0,0,0,0,1,0,1,0,100
ERA-Net BiodivERsA (project FFII),1,0,0,0,0,0,1,0,1,0,100
ERA4CS and Nederlandse Organisatie voor Wetenschappelijk OnderzoekNetherlands Organization for Scientific Research (NWO),0,0,0,1,0,0,1,100,0,0,100
EU COST-ActionEuropean Cooperation in Science and Technology (COST)European Commission,0,0,0,0,0,1,1,100,0,0,100
EU-FP7 LIBERATION,0,1,0,0,0,0,1,100,0,0,100
EUEuropean Commission,0,0,0,0,1,0,1,100,0,0,100
EVA4.0 - OP RDE,0,0,0,0,0,1,1,100,0,0,100
EW 119/5‐1,0,0,0,0,1,0,1,100,0,0,100
EXPRO grant (Czech Science Foundation),0,1,0,0,1,2,4,100,0,0,100
"Economic and Social Research Council, ESRC",3,0,0,0,1,0,4,25,3,0,100
"Economic and Social Research Council, ESRC: ES/M010163/1",0,0,0,0,1,0,1,100,0,0,100
"Economic and Social Research Council, ESRC: R-000-22-1670",2,0,0,0,0,0,2,0,2,0,100
"Economic and Social Research Council, ESRC: R000-22-1670",1,0,0,0,0,0,1,0,1,0,100
Economic and Social Research CouncilUK Research & Innovation (UKRI)Economic & Social Research Council (ESRC),1,0,0,0,0,0,1,0,1,0,100
Ecuadorian government,0,1,0,0,0,0,1,100,0,0,100
"Eesti Teadusagentuur, ETAg",0,0,0,0,0,1,1,100,0,0,100
"Eesti Teadusagentuur, ETAg: IUT36‐2",0,0,0,0,0,1,1,100,0,0,100
"Emberi Eroforrások Minisztériuma, EMMI",0,0,0,0,1,0,1,100,0,0,100
"Emberi Eroforrások Minisztériuma, EMMI: 20391-3/2018/FEKUSTRAT",0,0,0,0,1,0,1,100,0,0,100
"Empresa Brasileira de Pesquisa AgropecuÃ¡ria, EMBRAPA",1,0,0,0,0,0,1,0,1,0,100
English Nature,0,1,0,0,0,0,1,100,0,0,100
Enterprise Ireland,1,0,0,0,0,0,1,0,1,0,100
Enterprise Ireland: TC/2014/0016,1,0,0,0,0,0,1,0,1,0,100
Envirolink Tools (Environment Southland),0,0,0,0,1,0,1,100,0,0,100
Envirolink grant,1,0,0,0,0,0,1,0,1,0,100
Environment Canterbury,8,0,0,0,0,0,8,0,6,2,100
Environment Canterbury Regional Council,1,0,0,0,0,0,1,0,1,0,100
Environment Canterbury Resource Management Postgraduate Scholarship,1,0,0,0,0,0,1,0,1,0,100
Environment Canterbury and Meadow Mushrooms,1,0,0,0,0,0,1,0,1,0,100
Environment Southland,1,0,0,0,0,0,1,0,1,0,100
"Environment Southland (Southland Regional Council, Invercargill, New Zealand)",1,0,0,0,0,0,1,0,1,0,100
Environmental Protection Agency,0,0,0,0,1,0,1,100,0,0,100
Environmental Protection Agency of Ireland,0,0,0,0,1,0,1,100,0,0,100
Environmental Protection Agency: 2014-W-LS-7,0,0,0,0,1,0,1,100,0,0,100
Ernest Oppenheimer Memorial Trust,0,1,0,0,0,2,3,100,0,0,100
Ernest Oppenheimer Memorial Trust: 18576/03,0,1,0,0,0,1,2,100,0,0,100
Estonian Research Council,0,0,0,0,0,1,1,100,0,0,100
European Commission (Erasmus Mundus partnership NESSIE),0,0,0,0,1,0,1,100,0,0,100
European Commission within FP7,0,0,0,0,0,1,1,100,0,0,100
"European Commission, EC",2,0,0,1,2,3,8,75,2,0,100
"European Commission, EC: 311879",0,0,0,0,0,1,1,100,0,0,100
"European Commission, EC: COST TD1209, ENV.B.2/ETU/2013/0026, RVO 67985939",0,0,0,0,0,1,1,100,0,0,100
"European Commission, EC: GA 690952",1,0,0,0,0,0,1,0,1,0,100
"European Commission, EU",0,0,0,1,1,0,2,100,0,0,100
"European Commission, EU: 438.17.804",0,0,0,1,0,0,1,100,0,0,100
"European Commission, Seventh Framework Programme",0,0,0,0,1,0,1,100,0,0,100
European CommissionEuropean CommissionEuropean Commission Joint Research Centre,0,0,0,1,0,1,2,100,0,0,100
"European Cooperation in Science and Technology, COST",0,1,0,0,1,1,3,100,0,0,100
"European Cooperation in Science and Technology, COST: TD1209",0,0,0,0,0,1,1,100,0,0,100
"European Cooperation in Science and Technology, COST: TU1201",0,1,0,0,0,0,1,100,0,0,100
"European Regional Development Fund, ERDF",0,0,0,0,0,1,1,100,0,0,100
"European Research Council, ERC",0,0,0,0,1,0,1,100,0,0,100
"European Research Council, ERC: 322669",0,0,0,0,1,0,1,100,0,0,100
European UnionEuropean Commission,2,0,0,0,0,0,2,0,2,0,100
Excellent Seed Project,1,0,0,0,0,0,1,0,1,0,100
FAPESPFundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP),1,0,0,0,0,0,1,0,1,0,100
FAZIT Stiftung,0,2,0,0,1,0,3,100,0,0,100
FAZIT foundation,0,0,0,0,1,0,1,100,0,0,100
FEDER/Ministerio de Ciencia e Innovacion - Agencia Estatal de Investigacion,0,0,0,0,0,1,1,100,0,0,100
FJ2017C076,0,0,0,0,0,1,1,100,0,0,100
FONDECYTComision Nacional de Investigacion Cientifica y Tecnologica (CONICYT)CONICYT FONDECYT,1,1,0,0,0,0,2,50,0,0,50
FRC Writing Scholarship,1,0,0,0,0,0,1,0,1,0,100
"FRST (Foundation for Research, Science and Technology, New Zealand)New Zealand Foundation for Research, Science and Technology",1,0,0,0,0,0,1,0,1,0,100
Faculty Postgraduate Writing Scholarship,1,0,0,0,0,0,1,0,1,0,100
Faculty of Agribusiness and Commerce at Lincoln University,4,0,0,0,0,0,4,0,4,0,100
Faculty of Agribusiness and Commerce at Lincoln University within the Seed Fund Project,1,0,0,0,0,0,1,0,1,0,100
"Faculty of Agribusiness and Commerce, Lincoln University",1,0,0,0,1,1,3,66,1,0,100
"Faculty of Agribusiness and Commerce, Lincoln University, New Zealand",0,1,0,0,0,0,1,100,0,0,100
"Faculty of Dentistry, University of Toronto",1,0,0,0,0,0,1,0,1,0,100
"Faculty of Economics, Prince of Songkla University, Thailand",0,1,0,0,0,0,1,100,0,0,100
"Faculty of Environment, Society and Design at Lincoln University",0,1,1,0,0,0,2,100,0,0,100
"Faculty of Environment, Society and Design, Lincoln University, New Zealand",0,0,0,0,0,1,1,100,0,0,100
"Faculty of Medicine, Khon Kaen University",1,0,0,0,0,0,1,0,1,0,100
"Faculty of Veterinary and Agricultural Science, University of Melbourne, Australia",0,1,0,0,0,0,1,100,0,0,100
"Faculty of Veterinary and Agricultural Sciences, The University of Melbourne",1,0,0,0,0,0,1,0,0,1,100
Federated Farmers of New Zealand Inc,1,0,0,0,0,0,1,0,1,0,100
Fertiliser Association of New Zealand,3,0,0,0,1,0,4,25,3,0,100
Fertiliser Association of New Zealand (FANZ),1,0,0,0,0,0,1,0,1,0,100
Fertilizer Association of New Zealand,1,0,0,0,0,0,1,0,1,0,100
Fire and Emergency New Zealand,0,0,0,0,1,0,1,100,0,0,100
Fisheries RD Corporation,1,0,0,0,0,0,1,0,0,1,100
Fisheries and Oceans Canada,0,0,0,0,0,1,1,100,0,0,100
"Fisheries and Oceans Canada, DFO",0,0,0,0,0,1,1,100,0,0,100
"Florida Department of Agriculture and Consumer Services, FDACS",1,0,0,0,0,0,1,0,1,0,100
Flour Millers Association,4,0,0,0,0,0,4,0,4,0,100
